id_1,name_1,latitude_1,longitude_1,address_1,city_1,state_1,zip_1,country_1,url_1,phone_1,categories_1,id_2,name_2,latitude_2,longitude_2,address_2,city_2,state_2,zip_2,country_2,url_2,phone_2,categories_2,match
E_000001272c6c5d,Café Stad Oudenaarde,50.85997533509319,3.6341963487748346,Abdijstraat,Nederename,Oost-Vlaanderen,9700,BE,,,Bars,E_da7fa3963561f8,Café Oudenaarde,50.869358,3.635206,,,,,BE,,,Bars,True
E_000008a8ba4f48,Turkcell,37.84451021530735,27.84420157619721,Adnan Menderes Bulvarı,,,,TR,,,Mobile Phone Shops,E_3f12df0b045062,Turkcell,37.83802,27.84556,batı aydın,aydın,,67500,TR,,,Electronics Stores,False
E_000023d8f4be44,Island Spa,14.518969876756294,121.01870186448409,"5th Flr, Newport Mall, Resorts World Manila",Pasay City,Metro Manila,,PH,,,Spas,E_12453effe251db,Island Spa Theater,14.5183300767907,121.01982745051409,,,,,PH,,,Spas,True
E_00007dcd2bb53f,TOGO'S Sandwiches,38.25779696430681,-122.06459937900875,"1380 Holiday Ln., Ste. B",Fairfield,CA,94534,US,https://locations.togos.com/ll/US/CA/Fairfield/1380-Holiday-Ln_*-Ste_-B,7074394747,Sandwich Places,E_f131dcb7f07be9,Togo's,38.257938385009766,-122.06460571289062,,Fairfield,CA,,US,,,Sandwich Places,True
E_0000c362229d93,Coffee Cat,7.082217570120776,125.61024431048877,F. Torres St.,Davao City,Davao Region,8000,PH,,,"Cafés, Coffee Shops",E_d52c3c4d53831c,Coffeecat,7.076016009861477,125.6114565833095,E. Jacinto Extension,Davao City,Davao Region,8000,PH,,,"Coffee Shops, Cafés, Dessert Shops",False
E_0000c566a81ea1,つじ田 味噌の章,35.6947961230064,139.767347574234,神田小川町1-1,千代田区,東京都,101-0052,JP,https://tsukemen-tsujita.com,366597676,Ramen Restaurants,E_8d58f3151bae83,味噌の章,35.694597895648705,139.76798057556152,,,,,JP,,,Noodle Houses,True
E_0000d9e584ed9f,Signature Properties Savannah,32.012582421983865,-81.11315647459574,100 Commercial Ct Ste C,Savannah,GA,31406,US,http://www.oursignatureproperties.com,9126292700,Real Estate Offices,E_caad79f6ed7c44,Signature Properties Savannah,32.0106215,-81.1080888,7014 Abercorn St,Savannah,GA,31406,US,,,,True
E_00011cca3f0bd6,Inner Workings,35.68692982193012,-105.9391665458679,Serving General Area,Santa Fe,NM,87501,US,http://innerworkingsmassage.com,(505) 850-0872,Massage Studios,E_aeffddf31a4b9e,Inner Workings,35.68591897540412,-105.93961715698242,Serving General Area,Santa Fe,NM,87501,US,,+15058500872,Massage Studios,True
E_00015cd7e0227f,Lake Destiny,28.643612764211014,-81.38913176922752,,Maitland,FL,32751,US,,,Lakes,E_7250ab441d9d42,Lake destiny field,28.62930612584856,-81.39197680885961,,Maitland,FL,32751,US,,,Soccer Fields,False
E_0001827d6b4ee2,Marshall Boya Bayi,38.534796,30.548005,İplik Mah. Zafer Sok. 4 Şuhut,Afyonkarahisar,,,TR,http://www.marshallboya.com,2727181525,Hardware Stores,E_902096602680c1,Marshall Boya Bayi,38.534438,30.549282,İpek Mah. Gençlik Cad. 24 Şuhut,Afyonkarahisar,,,TR,http://www.marshallboya.com,2727183512,Hardware Stores,True
E_000184ea12d0f0,ざま駅前歯科医院,35.48039627075195,139.4001007080078,入谷東3-60-2,座間市,神奈川県,252-0028,JP,https://www.z-shika.com,+81462666868,Dentist's Offices,E_f7c62a89c518a5,座間駅前交番,35.48024136996443,139.4005036723144,入谷東3-60-3,座間市,神奈川県,252-0028,JP,https://www.police.pref.kanagawa.jp,,Police Stations,False
E_0001a397f67ad5,Dale City Truck-Only Safety Rest Area North,38.59982061647269,-77.312594799091,Interstate 95 North,Montclair,VA,22026,US,http://www.virginiadot.org/travel/map-ra-dalecitytrucknb.asp,8003677623,Rest Areas,E_4b83e498f06eff,I-95 Exit 152 Truck Stop,38.59371828607892,-77.31654945796187,,Dumfries,VA,22026,US,,,Rest Areas,True
E_00024204e83804,Lukoil,51.172940291878895,4.125157222319524,Vlyminckshoek,Sint-Niklaas,Vlaams Gewest,9100,BE,,,Gas Stations,E_df4dfa1a4794de,lukoil sint - niklaas kleibeke,51.173248538701806,4.124810306409622,,,,,BE,,,Gas Stations,True
E_000288f2046ce3,Lidl,51.060775757636414,13.68155523057244,Cossebauder Str. 6,Dresden-Cotta,Sachsen,01157,DE,https://www.lidl.de,8004353361,"Supermarkets, Discount Stores",E_23f8fce694c9a5,Lidl,51.06471,13.67451,Meißner Str. 41,Radebeul-Ost,,1445,DE,http://www.lidl.de,8004353361,Grocery Stores,True
E_0002b0ae551c83,イオン乙金ショッピングセンター,33.54348650096502,130.49661246794298,乙金3-23-1 / 乙金3-24-1,大野城市,福岡県,816-0902,JP,http://otogana.aeonkyushu.com,+81925130150,Shopping Malls,E_cd42d897067627,イオン乙金SC北街区,33.545437,130.49666,乙金3-23-1,大野城市,福岡県,816-0902,JP,,,Shopping Malls,False
E_0002b7964ffc2a,Del Mar Motel,32.9625633228856,-117.2678441083081,1702 Coast Blvd,San Diego,CA,92014,US,,8587551534,Motels,E_dcd76f35a5bad9,Del Mar at the Beach Motel San Diego,32.9625579196468,-117.26780966323872,1702 Coast Blvd Del Mar CA 92014 USA,San Diego,CA,92014,US,,,Motels,True
E_0002baf74f8aa3,Spielplatz am Goslarer Platz,52.52567865400689,13.313819408570888,,Berlin,Berlin,,DE,,,Playgrounds,E_4e2c1f7536d69a,Spielplatz & Sportplatz,52.53138367609356,13.331353209730906,Wiclefstraße,Berlin,Berlin,10551,DE,,,Playgrounds,False
E_0003121444b756,Asmak El-Hamd,27.182324522145507,31.17704264856681,Seti El Awal St,Asyūţ,Muḩāfaz̧at Asyūţ,,EG,,,Seafood Restaurants,E_fcb5312e06112f,AMR I,27.182172758364192,31.176763020220573,,,,,EG,,,Juice Bars,False
E_00037fb71d569d,Траса #1 / Slope #1,48.356992672143605,24.41148473294181,Буковель,Буковель,Буковель,,UA,,,Ski Trails,E_9e576849fa969e,Трасса N1,48.35383699035831,24.417139216865667,,,,,UA,,,Ski Trails,True
E_0003a95be7fc68,Administration Communale,50.60271070422201,3.3863057833604104,,Tournai,Hainaut,,BE,,,City Halls,E_6ca414ca671097,Administration Communale de Tournai,50.62681209918843,3.379520089723187,,Tournai,Région Wallonne,,BE,,,City Halls,True
E_0003aacb9b7592,Het Suikerbroodje,50.900743,4.282392,Dorpsstraat,Relegem,,,BE,,,Bakeries,E_ebdd8f191bd849,in’t suikerbrood,50.900584,4.282039,,,,,BE,,,Bakeries,True
E_0003b15b0cc3b3,PETIT TONG,37.57870870748783,126.97168716739093,종로구 자하문로 40-1,서울시,,03043,KR,http://petittong.allplaces.kr,027334162,Bakeries,E_f154e5b6b26286,쁘티통,37.57936477661133,126.97166442871094,서울시 종로구 통인동,,,,KR,,,Bakeries,True
E_0003d64daed560,Handhu Runba Cafe',3.593957,72.883635,Machafushi,Alif Dhaal Atoll,North Province,,MV,,,"Sports Bars, Cafés, Asian Restaurants",E_c60261012f54b5,Handhu Runba Badhige,3.593984,72.883615,,,,,MV,,,Asian Restaurants,True
E_00043afe4abc1f,sala 40,-35.434643536648885,-71.61919353026317,Facultad Cs. de la Salud,,,,CL,,,College Classrooms,E_3fbad0e8d67ef9,sala 4,-35.43554412304467,-71.62117530743458,,,,,CL,,,College Classrooms,False
E_0004404e151b90,ร้านขายยา ตลาดสันติสุข,18.84350886161944,99.07583752958232,ตลาดสันติสุข,,,,TH,,,Pharmacies,E_a73579c7f77b75,ตลาดสันติสุข,18.84402357843361,99.07439027023425,สันนาเม็ง,San Sai,Chiang Mai,,TH,,,Markets,False
E_00045931e0bb56,Trinity United Methodist Church,29.70589546916548,-82.38416485262042,4000 NW 53rd Ave,Gainesville,FL,32653,US,http://www.TrinityGNV.org,3523766615,Churches,E_1e5642e2b1d095,Trinity Methodist Church,29.70333016708162,-82.35376891132537,,Gainesville,FL,32605,US,,,,True
E_00045e5c3e3ed6,La Quinta Inn & Suites Memphis Wolfchase,35.20317036,-89.77848595,2839 New Brunswick Road,Memphis,TN,38133,US,http://www.laquintamemphiswolfchasearea.com,9013772772,"Hotels, Hostels, Business Centers",E_18f8dc860a9f97,La Quinta Inn & Suites Memphis Wolfchase,35.20317036,-89.77848595,2839 New Brunswick Rd,Memphis,TN,38133,US,http://www.lq.com/en/findandbook/hotel-details.memphis-wolfchase.html,+19013772772,Hotels,True
E_00045e5c3e3ed6,La Quinta Inn & Suites Memphis Wolfchase,35.20317036,-89.77848595,2839 New Brunswick Road,Memphis,TN,38133,US,http://www.laquintamemphiswolfchasearea.com,9013772772,"Hotels, Hostels, Business Centers",E_f462df32381011,La Quinta Inn,35.204168,-89.7977537,,,,,US,,,Hotels,True
E_000477147d08e6,Tesco HQ,47.45056230631172,18.9635871058051,Kinizsi út 1-3.,Budaörs,Pest,2040,HU,,,Offices,E_adb1eab9f81def,Tesco HO Canteen,47.450614729902526,18.966077987308623,Kinizsi u. 1-3.,Budaörs,Hungary,2040,HU,,,Buffets,False
E_0004d7b2919f69,Block 525 Bedok North Street 3,1.3348885063102045,103.92875038970504,Block 525 Bedok North St 3,,,460525,SG,,,Housing Developments,E_ded76508d333cb,Blk 528 bedok north street 3,1.334662188046842,103.92749278151707,,,,,SG,,,Housing Developments,False
E_0004d92056a129,Администрация г. Кемерово,55.35527816566587,86.08691629320165,"Советский просп., 54",Кемерово,,650000,RU,,,City Halls,E_b297678c9955ad,Администрация города Кемерово,55.35575119536207,86.08667990776841,"Советский просп., 54",Кемерово,,,RU,,,Government Buildings,True
E_0004df74e86f9b,Контур-Ойл Групп,55.66485818858677,37.539583312226505,"ул. Воронцовские Пруды, 1, стр. 1","Москва, Moscow",Москва,117630,RU,,74959362012,"Gas Stations, Car Washes, Auto Workshops",E_2871c62ebb4b5b,kontur oil group - автомойка,55.663707,37.537273,,Moscow,Moscow,117393,RU,,,Car Washes,True
E_0004fb8ca65bd0,Глушко 33,55.78681286521199,49.228112243677536,,,,,RU,,,Residential Buildings (Apartments / Condos),E_91c1f8f86a1056,Глушко 34,55.78589630126953,49.22834396362305,,,,,RU,,,Residential Buildings (Apartments / Condos),False
E_0004fb8ca65bd0,Глушко 33,55.78681286521199,49.228112243677536,,,,,RU,,,Residential Buildings (Apartments / Condos),E_fe841e042b609a,Глушко 37,55.80934993015474,49.20072807797892,,,,,RU,,,Housing Developments,False
E_00052849d90a2e,Bo Mao Beach,10.70196149428412,99.3655984789854,National Hwy No 4004,Pathio District,Chumphon,86160,TH,,,Beaches,E_b52212f228e492,"Bor Mao Bay, Chumphon",10.692819,99.359855,,,,,TH,,,,True
E_000587836c4320,甲武信小屋,35.907158,138.730793,大滝3638-8,秩父市,埼玉県,369-1901,JP,http://www.kobusi.com,+819033378947,Mountain Huts,E_1e45502a128806,甲武信小屋,35.907346,138.730869,,,,,JP,,,Campgrounds,True
E_00058c921cbefe,Dominó Plaza La Serena,-29.9129106,-71.25813000000001,"Av. Alberto Solari 1400, Patio de Comidas",La Serena,Región de Coquimbo,,CL,http://www.domino.cl,,"Sandwich Places, Hot Dog Joints",E_d18ed000aa23f9,Dominó,-29.913540667780897,-71.25810906672231,Alberto Solari 1400,La Serena,,,CL,,,Hot Dog Joints,True
E_0005fcad52004f,Kipa Extra,36.9092474799933,30.67484647666603,Kipa AVM,Antalya,Türkiye,07090,TR,,,Grocery Stores,E_577ee079fb6e61,Kipa Extra,36.914839181290354,30.66538379567032,,,,,TR,,,Supermarkets,False
E_000610912e6c85,Modrý salón,48.14176772273561,17.12240073995528,Primaciálne nám. 1,Bratislava,Bratislavský kraj,811 01,SK,,,"Public Art, Event Spaces",E_46062f51622146,Modrý Salónik,48.14398,17.109661,Primaciálne námestie 1,Bratislava,Bratislavský kraj,811 01,SK,,,Event Spaces,True
E_000643f43d5c02,ПроМедика,41.9929918210806,21.426235077792448,Свети Кирил и Методиј 50/5,Скопје,,1000,MK,http://promedika.com.mk,23248454,"Medical Centers, Hospitals",E_8a402f371b2bcd,Промедика Медикал Центар,41.992936675451936,21.42587991855852,Мито Хаџивасилев Јасмин 50,Скопје,,,MK,,,Medical Centers,True
E_00065d23dbbec8,ロイヤル キッチン 京都高島屋店,35.003273820270906,135.76907699240527,下京区真町52,京都市,京都府,600-8520,JP,,+81752218862,Restaurants,E_beecd5c3663355,Royal Kitchen at Takashimaya,35.00334,135.769568,下京区真町52,京都市,Kyoto,600-8001,JP,,,Restaurants,True
E_0006a5fa76742d,博多らーめん四神,35.950398705683,139.99247088350003,中央3-2,守谷市,茨城県,302-0115,JP,http://www.nre.co.jp,0297461863,Ramen Restaurants,E_7694340006a75b,博多らーめん四神 守谷店,35.95025286819264,139.9921952947868,中央3-2,守谷市,茨城県,,JP,,297461863,Noodle Houses,True
